name,nationality,rating,position1,position2,position3,age,team
Leandro Castellanos,Colombia,72,GK,,,34,Ind. Santa Fe
Jaine BarreiroL,Colombia,72,CB,,,24,Pachuca
AketxeL,Spain,72,CAM,CM,LM,24,Cádiz CF
Alberto CerriL,Italy,72,ST,,,22,Cagliari
Alexander Fransson,Sweden,72,CM,CDM,CAM,24,IFK Norrköping
Lebogang Phiri,South Africa,72,CM,CDM,,23,EA Guingamp
Bismar Acosta,Costa Rica,72,CB,,,31,SK Brann
Sebastián Sáez,Argentina,72,ST,,,33,Uni. Católica
Somália,Brazil,72,RM,CM,CDM,29,Toulouse FC
Serge-Junior Martinsson Ngouali,Gabon,72,CM,,,26,Hammarby IF
Fouad Bachirou,Comoros,72,CM,CDM,,28,Malmö FF
William Troost-Ekong,Nigeria,72,CB,,,24,Udinese
Saulo Decarli,Switzerland,72,CB,,,26,Club Brugge
Kim Jin Su,Korea Republic,72,LB,LM,,26,Jeonbuk Hyundai
Santiago Montoya,Colombia,72,CAM,LM,CM,26,Millonarios
Kellyn Acosta,United States,72,CM,CDM,,23,Colorado Rapids
Gonçalo Silva,Portugal,72,CB,,,27,Os Belenenses
Rúnar Már Sigurjónsson,Iceland,72,CM,CDM,CAM,28,Grasshopper Club
Jimmy Cabot,France,72,RW,RM,,24,FC Lorient
Josué Sá,Portugal,72,CB,,,26,RSC Anderlecht
Jordan Jones,Northern Ireland,72,LM,LW,CAM,23,Kilmarnock
Wesley Saïd,France,72,ST,RW,LM,23,Dijon FCO
Walker Zimmerman,United States,72,CB,,,25,LAFC
Aly Ghazal,Egypt,72,CDM,,,26,Whitecaps FC
Frédéric Mendy,Guinea Bissau,72,ST,LW,,29,V. Setúbal
Steven Moreira,France,72,RB,CB,,24,Toulouse FC
Alexander Scholz,Denmark,72,CB,,,25,FC Midtjylland
Kenan Karaman,Turkey,72,LM,RM,ST,24,Düsseldorf
Andreas Voglsammer,Germany,72,ST,RM,LM,26,Bielefeld
Süleyman Koç,Germany,72,RM,,,29,Çaykur Rizespor
Tom Schütz,Germany,72,CDM,RB,,30,Bielefeld
Mark Flekken,Netherlands,72,GK,,,25,SC Freiburg
Alejandro Chumacero,Bolivia,72,CM,RM,,27,Puebla
Mauro Goicoechea,Uruguay,72,GK,,,30,Toulouse FC
Ariel Rojas,Argentina,72,CM,CDM,LM,32,San Lorenzo
Mpho Makola,South Africa,72,CAM,LM,CM,32,Orlando Pirates
Georgi Milanov,Bulgaria,72,LM,RM,CAM,26,Free Agents
Rubén García,Spain,72,CAM,LM,RM,25,Levante UD
Ben Osborn,England,72,LB,LM,CM,24,Nott'm Forest
Federico Ceccherini,Italy,72,CB,,,26,Fiorentina
Nikos Karelis,Greece,72,ST,,,26,KRC Genk
Aljaž Struna,Slovenia,72,CB,RB,,28,Palermo
Diego Morales,Argentina,72,CAM,,,31,Tigre
Christian Nørgaard,Denmark,72,CDM,CM,,24,Fiorentina
Haitam Aleesami,Norway,72,LB,LM,,27,Palermo
Yasser Al Shahrani,Saudi Arabia,72,LB,RB,,26,Al Hilal
Salem Al Dawsari,Saudi Arabia,72,RM,LM,CM,27,Al Hilal
Miguel Rodrigues,Portugal,72,CB,,,25,Rio Ave FC
João SchmidtL,Brazil,72,CM,CDM,LB,25,Rio Ave FC
Romell Quioto,Honduras,72,LW,ST,,27,Houston Dynamo
Denis Linsmayer,Germany,72,CDM,CM,,26,Sandhausen
Thomas Pledl,Germany,72,RW,RM,,24,Ingolstadt
Diego Lopes,Brazil,72,LW,CAM,CM,24,Rio Ave FC
Joris van Overeem,Netherlands,72,CAM,CM,,24,FC Utrecht
Julian Jeanvier,France,72,CB,,,25,Brentford
Timo LetschertL,Netherlands,72,CB,,,25,FC Utrecht
Siebe Schrijvers,Belgium,72,CAM,ST,RM,22,Club Brugge
Leiton Jiménez,Colombia,72,CB,,,29,Atlas
Barrie McKay,Scotland,72,LW,LM,,23,Swansea City
Dorian Dessoleil,Belgium,72,CB,,,26,Sp. Charleroi
Dimitrios Siovas,Greece,72,CB,,,29,CD Leganés
Branimir Hrgota,Sweden,72,ST,LM,,25,Frankfurt
Romarinho,Brazil,72,ST,CAM,,27,Al Ittihad
Lorenzo Lollo,Italy,72,CM,CF,,27,Empoli
Mustafa Saymak,Netherlands,72,CAM,,,25,Çaykur Rizespor
Dória,Brazil,72,CB,,,23,Santos Laguna
Florent Mollet,France,72,CAM,RM,CM,26,Montpellier HSC
Jehad Al Hussien,Syria,72,CAM,CM,,36,Al Taawoun
Fahad Al Muwallad,Saudi Arabia,72,RM,LM,ST,23,Al Ittihad
Sam ByramL,England,72,RB,RWB,,24,Nott'm Forest
Clinton Mata,Angola,72,RB,RM,,25,Club Brugge
Anastasios Bakasetas,Greece,72,CAM,RM,ST,25,AEK Athens
Michael Frey,Switzerland,72,ST,,,24,FC Zürich
Daniel BessaL,Italy,72,CM,,,25,Genoa
Stéphane Badji,Senegal,72,CDM,CM,,28,Bursaspor
Danny Ward,Wales,72,GK,,,25,Leicester City
Albentosa,Spain,72,CB,,,29,RC Deportivo
Matías Dituro,Argentina,72,GK,,,31,Uni. Católica
Dom Dwyer,United States,72,ST,,,28,Orlando City
Syam Ben Youssef,Tunisia,72,CB,,,29,Kasimpaşa
Steeve Yago,Burkina Faso,72,RB,CB,,25,Toulouse FC
Bryan Carrasco,Chile,72,RM,RW,,27,Veracruz
Mohamed Yattara,Guinea,72,ST,CF,,25,AJ Auxerre
Kenneth OmeruoL,Nigeria,72,CB,,,24,CD Leganés
Adam Webster,England,72,CB,,,23,Bristol City
Marcus Rohdén,Sweden,72,CM,RM,,27,Crotone
Felipe,Brazil,72,CM,CDM,CAM,27,Whitecaps FC
Solly March,England,72,LM,RM,,24,Brighton
Tal Ben Haim,Israel,72,LM,,,29,Sparta Praha
Luciano Aued,Argentina,72,CM,CDM,,31,Uni. Católica
Isaac Hayden,England,72,CDM,CM,,23,Newcastle Utd
Patric,Spain,72,RB,CB,,25,Lazio
Jacob Murphy,England,72,RM,LM,,23,Newcastle Utd
Jacopo Dezi,Italy,72,CM,,,26,Parma
Ezgjan Alioski,FYR Macedonia,72,RM,LM,,26,Leeds United
André Biyogo Poko,Gabon,72,CM,CDM,CAM,25,Göztepe
Isaac Kiese ThelinL,Sweden,72,ST,,,26,Leverkusen
Nicola Murru,Italy,72,LB,,,23,Sampdoria
Ryan Woods,England,72,CDM,CM,,24,Brentford
Téji Savanier,France,72,CM,,,26,Nîmes Olympique
Dener,Brazil,72,CM,CAM,,26,Portimonense SC
Luca Ceppitelli,Italy,72,CB,,,29,Cagliari
Benedikt Röcker,Germany,72,CB,,,28,Brøndby IF
Luís Leal,São Tomé & Príncipe,72,ST,RM,,31,Newell's
Kemar Roofe,England,72,ST,CAM,RM,25,Leeds United
Jean-Daniel Akpa Akpro,Ivory Coast,72,CM,,,25,Salerno
Cristian Ramírez,Ecuador,72,LB,,,24,Free Agents
John Egan,Republic of Ireland,72,CB,,,25,Sheffield Utd
Dieumerci Ndongala,DR Congo,72,RM,,,27,KRC Genk
Duvier Riascos,Colombia,72,ST,RW,,32,Dalian Yifang
Rafael Lopes,Portugal,72,ST,,,27,Boavista FC
Víctor Ibarbo,Colombia,72,ST,RW,,28,Sagan Tosu
Davy RoefL,Belgium,72,GK,,,24,Waasl. Beveren
Yoshimar Yotún,Peru,72,CM,LM,LB,28,Orlando City
Raphael Holzhauser,Austria,72,CDM,CM,,25,Grasshopper Club
Tom Beugelsdijk,Netherlands,72,CB,,,28,ADO Den Haag
Sander van de Streek,Netherlands,72,CAM,CM,ST,25,FC Utrecht
Gervasio Núñez,Argentina,72,CAM,LM,,30,Atlético Tucumán
Hendrik Van Crombrugge,Belgium,72,GK,,,25,KAS Eupen
David Simón,Spain,72,RB,,,28,RC Deportivo
Marcus Bettinelli,England,72,GK,,,26,Fulham
Adam Reach,England,72,CAM,LWB,LM,25,Sheffield Wed
Tom Trybull,Germany,72,CDM,CM,,25,Norwich
Jores Okore,Denmark,72,CB,,,26,Aalborg BK
Rafał Wolski,Poland,72,CAM,CM,,25,Lechia Gdańsk
Tjaronn CheryL,Netherlands,72,CAM,LM,,30,Kayserispor
Jón Guðni Fjóluson,Iceland,72,CB,,,29,IFK Norrköping
Jurgen Mattheij,Netherlands,72,CB,,,25,Excelsior
Francisco Silva,Chile,72,CM,CDM,CB,32,Independiente
Aron Jóhannsson,United States,72,ST,,,27,Werder Bremen
Ahmad Benali,Libya,72,CM,CF,,26,Crotone
Cristian GalanoL,Italy,72,RW,CAM,CF,27,Foggia
David Pavelka,Czech Republic,72,CDM,CM,,27,Kasimpaşa
Iván Balliu,Albania,72,RB,,,26,FC Metz
Oliver Kragl,Germany,72,LM,CM,LWB,28,Foggia
Ismaël Diomandé,Ivory Coast,72,CDM,CB,,25,SM Caen
Eirik Ulland Andersen,Norway,72,LM,,,25,Strømsgodset IF
Caio,Brazil,72,GK,,,27,CD Feirense
Lucas Piazon,Brazil,72,RW,LW,LM,24,Chelsea
Isaías,Spain,72,CDM,CM,,31,Adelaide United
Sin Jin Ho,Korea Republic,72,CM,,,29,FC Seoul
Neeskens Kebano,DR Congo,72,LW,LM,CAM,26,Fulham
Christoffer Nyman,Sweden,72,ST,,,25,Braunschweig
Emiliano Martínez,Argentina,72,GK,,,25,Arsenal
Jean-Christophe Bahebeck,France,72,ST,,,25,Paris
Jota,Spain,72,RM,RW,CAM,27,Birmingham City
Navarone Foor,Netherlands,72,CAM,CM,,26,Vitesse
Bobby WoodL,United States,72,ST,,,25,Hannover 96
Martos,Spain,72,CB,,,34,Sp. Charleroi
Diego Arias,Colombia,72,CDM,CM,,33,Once Caldas
Lins,Brazil,72,ST,LM,,30,F.C. Tokyo
Justin Meram,Iraq,72,LM,,,29,Columbus Crew SC
Alfredo Morales,United States,72,CM,,,28,Düsseldorf
Ola John,Netherlands,72,LM,RM,,26,V. Guimarães
José Luis Fernández,Argentina,72,LM,LB,,30,Rosario Central
Alexander Søderlund,Norway,72,ST,,,31,Rosenborg BK
Junior Tallo,Ivory Coast,72,ST,,,25,V. Guimarães
Samu García,Spain,72,RM,ST,CAM,28,Levante UD
Robert Žulj,Austria,72,CF,CAM,ST,26,TSG Hoffenheim
Christian Gytkjær,Denmark,72,ST,,,28,Lech Poznań
Kasper Kusk,Denmark,72,RM,,,26,Aalborg BK
Thibault Moulin,France,72,CDM,CM,,28,MKE Ankaragücü
Mickaël Le Bihan,France,72,ST,,,28,OGC Nice
Tomáš Kalas,Czech Republic,72,CB,,,25,Free Agents
Dominik Kaiser,Germany,72,CAM,CM,RM,29,Brøndby IF
Ondřej Zahustel,Czech Republic,72,RB,RM,,27,Sparta Praha
Christoph Knasmüllner,Austria,72,CAM,CM,,26,SK Rapid Wien
Moritz Leitner,Germany,72,CM,CDM,CAM,25,Norwich
Bruno Uvini,Brazil,72,CB,,,27,Al Nassr
Cyrus Christie,Republic of Ireland,72,RB,,,25,Fulham
Hong Jeong HoL,Korea Republic,72,CB,,,29,Jeonbuk Hyundai
Michael Hector,Jamaica,72,CB,,,26,Chelsea
Nicolai Boilesen,Denmark,72,LB,,,26,FC København
Miloš Kosanović,Serbia,72,CB,,,28,Standard Liège
Marco Pérez,Colombia,72,ST,RM,,27,Deportes Tolima
Juan Ezequiel Cuevas,Argentina,72,RW,LM,,30,Everton de Viña
Nicolas Höfler,Germany,72,CDM,CM,CB,28,SC Freiburg
Romain Métanire,France,72,RB,,,28,Stade de Reims
André Hoffmann,Germany,72,CB,CDM,,25,Düsseldorf
Luca Caldirola,Italy,72,CB,LB,,27,Werder Bremen
Marco TorsiglieriL,Argentina,72,CB,,,30,Lanús
Connor Goldson,England,72,CB,,,25,Rangers
Alexandre LetellierL,France,72,GK,,,27,ESTAC Troyes
Claiton,Brazil,72,CB,,,33,Cremona
Joselu,Spain,72,ST,,,27,R. Oviedo
Tobias Kempe,Germany,72,RM,,,29,Darmstadt
Sebá,Brazil,72,LW,LM,,26,Chongqing SWM
Marc RzatkowskiL,Germany,72,CM,,,28,NY Red Bulls
Arsen Khubulov,Russia,72,RM,LM,,27,BB Erzurumspor
Anthony Losilla,France,72,CDM,CM,CB,32,Bochum
Álex Fernández,Spain,72,CDM,CAM,CM,25,Cádiz CF
Dennis Appiah,France,72,RB,RM,,26,RSC Anderlecht
Isaac Cofie,Ghana,72,CM,CDM,,26,R. Sporting
Grant Hanley,Scotland,72,CB,,,26,Norwich
Uroš Ćosić,Serbia,72,CB,,,25,AEK Athens
Bailey Wright,Australia,72,CB,RB,,26,Bristol City
Kenneth Zohore,Denmark,72,ST,,,24,Cardiff City
James McClean,Republic of Ireland,72,LW,LM,,29,Stoke City
Guitián,Spain,72,CB,CDM,,28,R. Valladolid CF
Gonzalo Castellani,Argentina,72,CM,CAM,CDM,31,Atl. Nacional
Daniel Bentley,England,72,GK,,,25,Brentford
Bryan Oviedo,Costa Rica,72,LB,LWB,,28,Sunderland
Pierre-Michel Lasogga,Germany,72,ST,,,26,Hamburg
Marcel Büchel,Liechtenstein,72,CM,CDM,,27,Empoli
François Moubandje,Switzerland,72,LB,,,28,Toulouse FC
Papy Djilobodji,Senegal,72,CB,,,29,Sunderland
Pajtim Kasami,Switzerland,72,RM,CM,CDM,26,FC Sion
Jacopo Sala,Italy,72,RB,,,26,Sampdoria
Gabriel Silva,Brazil,72,LB,LM,LWB,27,ASSE
Marlon Pack,England,72,CM,CDM,,27,Bristol City
Írven Ávila,Peru,72,ST,,,28,Monarcas Morelia
Roy Krishna,Fiji,72,ST,RW,,30,Well. Phoenix
Edgar Costa,Portugal,72,RW,LW,,31,Marítimo
António Filipe,Portugal,72,GK,,,33,GD Chaves
Rafał Gikiewicz,Poland,72,GK,,,30,Union Berlin
Christoph Moritz,Germany,72,CM,CDM,,28,Hamburg
Abdoul Razzagui Camara,Guinea,72,LW,LM,RM,28,EA Guingamp
Žarko Tomašević,Montenegro,72,CB,LB,,28,KV Oostende
Vasco Regini,Italy,72,LB,CB,,27,Sampdoria
Beram Kayal,Israel,72,CM,CAM,,30,Brighton
Sebastián Prediger,Argentina,72,CDM,,,31,Tigre
Loris Benito,Switzerland,72,LB,,,26,BSC Young Boys
Manuel SchmiedebachL,Germany,72,CDM,,,29,Union Berlin
Vid Belec,Slovenia,72,GK,,,28,Sampdoria
Aitor,Spain,72,GK,,,27,Levante UD
Philipp Klingmann,Germany,72,RB,RWB,,30,Sandhausen
Fabio Pisacane,Italy,72,CB,RB,,32,Cagliari
Christopher Trimmel,Austria,72,RB,CB,,31,Union Berlin
Marin Leovac,Croatia,72,LB,LM,,30,Dinamo Zagreb
Benjamin Jeannot,France,72,ST,,,26,Dijon FCO
Neil Etheridge,Philippines,72,GK,,,28,Cardiff City
Wes Foderingham,England,72,GK,,,27,Rangers
Vincent Le Goff,France,72,LB,,,28,FC Lorient
Astrit Ajdarević,Albania,72,CM,CAM,,28,AEK Athens
Mateusz Klich,Poland,72,CM,CDM,,28,Leeds United
Luis Miguel Rodríguez,Argentina,72,ST,CAM,,33,Atlético Tucumán
Leandro Cabrera,Uruguay,72,CB,LB,,26,Getafe CF
Edgar Prib,Russia,72,LM,LB,CM,28,Hannover 96
Moustapha Diallo,Senegal,72,CDM,CM,,32,Nîmes Olympique
Andreas Luthe,Germany,72,GK,,,31,FC Augsburg
Sebastian Polter,Germany,72,ST,,,27,Union Berlin
Sebastian Jung,Germany,72,RB,,,28,VfL Wolfsburg
Rene Krhin,Slovenia,72,CDM,CM,,28,FC Nantes
Paulinho,Brazil,72,LW,,,32,BK Häcken
Mats Rits,Belgium,72,CM,CDM,CAM,25,Club Brugge
Shinzo Koroki,Japan,72,ST,,,32,Urawa Reds
Osama Hawsawi,Saudi Arabia,72,CB,,,34,Al Wehda
Fidel Martínez,Ecuador,72,ST,LM,,28,Free Agents
Felix Kroos,Germany,72,CDM,CM,,27,Union Berlin
Dídac Vilà,Spain,72,LB,,,29,RCD Espanyol
Ahmed Elmohamady,Egypt,72,RB,RM,,30,Aston Villa
Rúben Micael,Portugal,72,CM,,,32,V. Setúbal
Eugenio Lamanna,Italy,72,GK,,,29,La Spezia
Hervé Bazile,Haiti,72,LM,LW,RM,28,Havre AC
Daniel VillalvaL,Argentina,72,LM,ST,CF,26,Querétaro
Mossa,Spain,72,LWB,LB,LM,29,R. Oviedo
Markus Henriksen,Norway,72,CM,CAM,,26,Hull City
Bernard Parker,South Africa,72,CF,ST,LM,32,Kaizer Chiefs
Oier,Spain,72,CB,LB,RB,32,CA Osasuna
Stoppila Sunzu,Zambia,72,CB,,,29,FC Metz
Dani Castellano,Spain,72,LB,,,30,UD Las Palmas
Maikel van der Werff,Netherlands,72,CB,,,29,Vitesse
Rogerinho,Brazil,72,LM,LW,CAM,31,Al Faisaly
Josef Hušbauer,Czech Republic,72,CM,CDM,CAM,28,Slavia Praha
Dani Hernández,Venezuela,72,GK,,,32,CD Tenerife
Abdoul Sissoko,Mali,72,CDM,CM,,28,Akhisarspor
Duje Čop,Croatia,72,ST,,,28,Standard Liège
Mirko Boland,Germany,72,CM,CDM,,31,Adelaide United
Lorenzo Ariaudo,Italy,72,CB,,,29,Frosinone
Nathan Baker,England,72,CB,,,27,Bristol City
Carlo Pinsoglio,Italy,72,GK,,,28,Juventus
Gabriele Angella,Italy,72,CB,,,29,Udinese
Alexander Esswein,Germany,72,RM,RWB,ST,28,Hertha BSC
Tunay TorunL,Turkey,72,RM,LM,,28,Bursaspor
Maximiliano Caire,Argentina,72,RB,,,30,Tigre
Thiago Cionek,Poland,72,CB,,,32,SPAL
Laure,Spain,72,RB,,,33,AD Alcorcón
Franck Tabanou,France,72,LB,LWB,,29,EA Guingamp
Rodrigo Salinas,Mexico,72,RB,LB,,30,Toluca
Mehdi Abeid,Algeria,72,CDM,CM,,26,Dijon FCO
Rajiv van La Parra,Netherlands,72,LM,RM,,27,Huddersfield
Manuel Iori,Italy,72,CM,CDM,,36,Cittadella
Thomas Kaminski,Belgium,72,GK,,,25,KV Kortrijk
Roberto Gutiérrez,Chile,72,ST,,,35,CD Palestino
Lex Immers,Netherlands,72,CM,CAM,,32,ADO Den Haag
Lukáš Mareček,Czech Republic,72,CM,CDM,CAM,28,Sport. Lokeren
Jair Pereira,Mexico,72,CB,,,32,Guadalajara
Vladimir Granat,Russia,72,CB,,,31,Free Agents
Jiloan Hamad,Sweden,72,RM,LM,,27,Hammarby IF
Raphael Wolf,Germany,72,GK,,,30,Düsseldorf
Kiko Olivas,Spain,72,CB,,,30,R. Valladolid CF
Roger Espinoza,Honduras,72,CM,CDM,,31,Sporting KC
Güray Vural,Turkey,72,LM,RM,LB,30,Akhisarspor
René,Spain,72,GK,,,34,UD Almería
Adam Clayton,England,72,CDM,CM,,29,Middlesbrough
Tomáš Hubočan,Slovakia,72,CB,LB,,32,OM
Oliver NorwoodL,Northern Ireland,72,CM,CDM,,27,Sheffield Utd
Ørjan Nyland,Norway,72,GK,,,27,Aston Villa
Vasco Fernandes,Portugal,72,CB,,,31,V. Setúbal
Johnny Russell,Scotland,72,RW,LW,LM,28,Sporting KC
Luis Montes,Mexico,72,CAM,LM,,32,León
Fábio Pacheco,Portugal,72,CDM,CB,,30,Moreirense FC
Ömer Şişmanoğlu,Germany,72,ST,CAM,RW,29,Yeni Malatyaspor
Go Yo Han,Korea Republic,72,CM,RW,,30,FC Seoul
Chris Basham,England,72,CB,CM,RWB,30,Sheffield Utd
Sebastien Dewaest,Belgium,72,CB,,,27,KRC Genk
Nill De Pauw,Belgium,72,CAM,RM,CF,28,Zulte Waregem
Ryan Koolwijk,Netherlands,72,CDM,,,33,Excelsior
Andreas Bjelland,Denmark,72,CB,,,30,FC København
Ali Çamdalı,Germany,72,CDM,,,34,Çaykur Rizespor
Martyn Waghorn,England,72,ST,RM,,28,Derby County
Emanuele Terranova,Italy,72,CB,,,31,Cremona
Erwin Mulder,Netherlands,72,GK,,,29,Swansea City
Barry Bannan,Scotland,72,CM,,,28,Sheffield Wed
Fran Mérida,Spain,72,CDM,CM,,28,CA Osasuna
Sten Michael Grytebust,Norway,72,GK,,,28,Odense BK
Davide Di GennaroL,Italy,72,CM,,,30,Salerno
Pål André Helland,Norway,72,RW,,,28,Rosenborg BK
Jan Morávek,Czech Republic,72,CM,CAM,,28,FC Augsburg
Aleš Hruška,Czech Republic,72,GK,,,32,Viktoria Plzeň
Yu Hanchao,China PR,72,LM,,,31,Guangzhou
Hao Junmin,China PR,72,CM,CDM,CAM,31,Shandong Luneng
Zeng Cheng,China PR,72,GK,,,31,Guangzhou
Shaun Williams,Republic of Ireland,72,CDM,CM,,31,Millwall
François Bellugou,France,72,CB,CDM,,31,AJ Auxerre
Alexander Gerndt,Sweden,72,ST,CAM,,32,FC Lugano
Tomáš Necid,Czech Republic,72,ST,,,29,Bursaspor
Chong Te Se,Korea DPR,72,ST,,,34,Shimizu S-Pulse
Federico Peluso,Italy,72,LB,CB,,34,Sassuolo
Charlie Mulgrew,Scotland,72,CB,CM,,32,Blackburn Rovers
Canella,Spain,72,LB,,,30,R. Sporting
Andrea Costa,Italy,72,CB,,,32,Benevento
Romain Brégerie,France,72,CB,,,32,Ingolstadt
Özer Hurmacı,Turkey,72,CAM,RM,LM,31,BB Erzurumspor
Clément Chantôme,France,72,CM,CDM,,30,Stade Rennais
Sidney Sam,Germany,72,RM,CAM,RW,30,Bochum
Timothy Derijck,Belgium,72,CB,,,31,Zulte Waregem
Alessandro Matri,Italy,72,ST,,,34,Sassuolo
Mathieu Coutadeur,France,72,CM,CDM,,32,AC Ajaccio
Nuno Coelho,Portugal,72,CDM,CB,,30,Os Belenenses
Mark Milligan,Australia,72,CDM,CB,,33,Hibernian
Mikael Lustig,Sweden,72,RB,CB,,31,Celtic
Hugo Droguett,Chile,72,CAM,LM,,35,Uni. Concepción
Daniel Larsson,Sweden,72,LM,ST,RM,31,Akhisarspor
Jean-Sylvain Babin,France,72,CB,,,31,R. Sporting
Leonardo Burián,Uruguay,72,GK,,,34,Colón
Mevlüt Erdinç,Turkey,72,ST,,,31,Başakşehir
Yeom Ki Hun,Korea Republic,72,ST,RW,,35,Suwon Samsung
Choi Chul Soon,Korea Republic,72,RB,LB,,31,Jeonbuk Hyundai
Samir Ujkani,Kosovo,72,GK,,,30,Çaykur Rizespor
Oswaldo Vizcarrondo,Venezuela,72,CB,,,34,ESTAC Troyes
Nathan Dyer,England,72,RM,RW,,30,Swansea City
Torrejón,Spain,72,CB,,,32,Union Berlin
Fabio Ceravolo,Italy,72,ST,,,31,Parma
Panagiotis Kone,Greece,72,CAM,CM,CF,31,Udinese
Crespo,Spain,72,CB,RB,LB,31,PAOK
Varela,Portugal,72,LM,RM,LW,33,Kayserispor
Pierre Kanstrup,Denmark,72,CB,,,29,Aarhus GF
Elustondo,Spain,72,CM,CB,CDM,31,Rayo Vallecano
Luso,Spain,72,CDM,CM,CB,33,CF Rayo
Aythami Artiles,Spain,72,CB,,,32,Córdoba CF
Marvin Compper,Germany,72,CB,,,33,Celtic
Sam Hutchinson,England,72,CDM,CM,CB,29,Sheffield Wed
Kieran Lee,England,72,CM,,,30,Sheffield Wed
Jonathan Martins Pereira,France,72,RB,,,32,FC Lorient
Taiseer Al JassamL,Saudi Arabia,72,CM,CDM,CAM,34,Al Wehda
Zdravko Kuzmanović,Serbia,72,CM,CDM,,30,FC Basel
Alberto Rodríguez,Peru,72,CB,,,34,Free Agents
Yannick Cahuzac,France,72,CDM,CM,,33,Toulouse FC
Rob Elliot,Republic of Ireland,72,GK,,,32,Newcastle Utd
Adem Büyük,Turkey,72,LM,ST,,30,Yeni Malatyaspor
Juan Pablo Carrizo,Argentina,72,GK,,,34,Monterrey
Rasmus Elm,Sweden,72,CM,,,30,Kalmar FF
Jorge Torres Nilo,Mexico,72,LB,,,30,Tigres
Kyle Lafferty,Northern Ireland,72,ST,LM,,30,Hearts
Colin Kazim-Richards,Turkey,72,ST,,,31,Lobos
Lior Refaelov,Israel,72,RW,CAM,,32,Club Brugge
Adam Federici,Australia,72,GK,,,33,Stoke City
Drew Moor,United States,72,CB,,,34,Toronto FC
Xisco,Spain,72,ST,,,32,CA Osasuna
Juninho,Brazil,72,CB,,,35,Tigres
John Ruddy,England,72,GK,,,31,Wolves
Glenn Whelan,Republic of Ireland,72,CDM,CM,,34,Aston Villa
Steven NaismithL,Scotland,72,CAM,ST,CF,31,Hearts
Roland Lamah,Belgium,72,LM,LW,,30,FC Dallas
Richard Keogh,Republic of Ireland,72,CB,,,32,Derby County
Johan Djourou,Switzerland,72,CB,,,31,SPAL
Alexander Baumjohann,Germany,72,CAM,LM,,31,WS Wanderers
Sinan Bolat,Turkey,72,GK,,,29,Royal Antwerp FC
Casadesús,Spain,72,CAM,ST,,33,AD Alcorcón
Sebastián Viera,Uruguay,72,GK,,,35,Junior
Abraham González,Spain,72,CM,CDM,,33,Lobos
Luis Gonzalo Bustamante,Argentina,72,CAM,,,32,Depor. Iquique
Sylvain Marveaux,France,72,CAM,ST,RW,32,FC Lorient
Samuel Holmén,Sweden,72,CM,,,34,IF Elfsborg
Carlitos,Portugal,72,LM,CAM,LW,35,FC Sion
Leon Clarke,England,72,ST,,,33,Sheffield Utd
Valerică Găman,Romania,72,CB,,,29,Al Shabab
Àngel Rangel,Spain,72,RB,,,35,QPR
Víctor Figueroa,Argentina,72,LM,CM,CAM,34,Newell's
Ricardo,Portugal,72,RM,ST,LM,31,Henan Jianye
Rio Mavuba,France,72,CDM,CM,,34,Sparta Praha
Jérémy Perbet,France,72,ST,,,33,Sp. Charleroi
Sergio Pellissier,Italy,72,ST,,,39,Chievo Verona
Alex Cordaz,Italy,72,GK,,,35,Crotone
Cristian Molinaro,Italy,72,LB,LM,,35,Frosinone
Ali Al Habsi,Oman,72,GK,,,36,Al Hilal
Paweł Kieszek,Poland,72,GK,,,34,Córdoba CF
Arkadiusz Malarz,Poland,72,GK,,,38,Legia Warszawa
Vladimir Gabulov,Russia,72,GK,,,34,Club Brugge
Manu Del Moral,Spain,72,ST,LM,RM,34,Nàstic
VesgaL,Spain,72,CDM,CM,,25,CD Leganés
David García,Spain,72,CB,RB,,36,UD Las Palmas
Tito,Spain,72,RB,LB,RWB,33,Rayo Vallecano
Tolga Zengin,Turkey,72,GK,,,34,Beşiktaş
Mariano González,Argentina,72,LM,CM,RM,37,Colón
Sammy Bossut,Belgium,72,GK,,,33,Zulte Waregem
Paulo Da Silva,Paraguay,72,CB,,,38,Free Agents
Carl Medjani,Algeria,72,CB,CDM,,33,Sivasspor
Omar Pérez,Argentina,72,CAM,,,37,Patriotas
Darren Fletcher,Scotland,72,CM,CDM,,34,Stoke City
Jonathan Walters,Republic of Ireland,72,ST,RM,,34,Burnley
Kevin Stuhr-Ellegaard,Denmark,72,GK,,,35,IF Elfsborg
Domenico Maietta,Italy,72,CB,,,36,Empoli
Daniele Gastaldello,Italy,72,CB,,,35,Brescia
Emil Hallfreðsson,Iceland,72,CM,CDM,,34,Frosinone
Alexander Walke,Germany,72,GK,,,35,RB Salzburg
Michael Dawson,England,72,CB,,,34,Nott'm Forest
Jaroslav Plašil,Czech Republic,72,CM,CDM,,36,Girondins de Bx
Gareth McAuley,Northern Ireland,72,CB,,,38,Free Agents
Claudio Terzi,Italy,72,CB,,,34,La Spezia
Rob Green,England,72,GK,,,38,Chelsea
Stewart Downing,England,72,LM,LW,CAM,34,Middlesbrough
Tranquillo Barnetta,Switzerland,72,CAM,CDM,CM,33,FC St. Gallen
Matthias Lehmann,Germany,72,CDM,,,35,Köln
Kris Boyd,Scotland,72,ST,,,35,Kilmarnock
Jonas Olsson,Sweden,72,CB,,,35,Djurgårdens IF
Shunsuke Nakamura,Japan,72,CAM,CF,RW,40,Júbilo Iwata
